text,category
Vendor evaluation meeting scheduled for this Tuesday morning.,Meeting
"aps line losses - fyi aps line losses - fyi fyi - i ' ve created a spreadsheet that will track aps line losses our group has incurred and paid back . this will allow us to see at a glance the month ' s transmission purchases and what it ' s cost us to purchase power in order to pay aps back physically . keep in mind that loss volumes are calculated as 2 . 5 of the total volume of transmission purchased in a given period . i will maintain this spreadsheet , and you ' re encouraged to reference it at your leisure . please let me know if you have questions . thanks , kate",Other
"re address re address shirley , they are from the uk , arthur andersen . i could meet with them on monday . vince - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski hou ect on 08 31 2000 02 51 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - allan . roberts uk . arthurandersen . com on 08 31 2000 12 08 25 pm to vince . j . kaminski enron . com cc subject re address i trust things are well in houston . the reason for contacting you is to inquire as to your schedule during the week commencing monday 18 th september . i and several of my colleagues would very much like to meet up with you , however , we are tied up at a large conference between tuesday through to friday of that week . is there any chance in meeting with you on monday 18 th ? if so , i will brief you more fully on our people and will contact you to discuss an agenda . regards , allan internet email confidentiality footer privileged confidential information may be contained in this message . i",Meeting
"meter 1431 - nov 1999 meter 1431 - nov 1999 aimee , sitara deal 92943 for meter 1431 has expired on oct 31 , 1999 . settlements is unable to draft an invoice for this deal . this deal either needs to be extended or a new deal needs to be set up . please let me know when this is resolved . we need it resolved by friday , dec 17 . hc",Other
Final year students invited to apply for our 2025 research internship.,Internship
"make thousands just sending emails . it ' s easy . make thousands just sending emails . it ' s easy . from yahoo . com to subject earn money sending e - mails . it ' s easy ! new improved reports dear friend , you can earn a lot of money in the next 90 days sending e - mail . seem impossible ? is there a catch ? no , there is no catch just send your e - mails and be on your way to financial freedom . basically , i send out as many of these e - mails as i can , then people send me cash in the mail for information that i just e - mail back to them . everyday , i make a three minute drive to my p . o . box knowing that there are at least a few hundred dollars waiting for me . and the best part , it is completely legal . just read the next few paragraphs and see what you think . if you like what you read , great ! if you don ' t , read it again because you must have missed something . as seen on national television making over a half million dollars every 6 months from your home for an inv",Spam
ba sao paulo ba sao paulo - - - - - - - - - - - - - - - - - - - - - - forwarded by veronica valdez hou ect on 03 10 2000 11 09 am - - - - - - - - - - - - - - - - - - - - - - - - - - - dawn rodriguez enron 03 10 2000 11 11 am to veronica valdez hou ect ect cc subject ba sao paulo please find attached the final presentations . they asked for comments from ba sao paulo by 3 3 00 and they didn ' t have any .,Other
"urgent information . urgent information . from the office of marcus dafe department of foreign operations union bank nigeria plc dear sir ma , my name is dr marcus dafe , and i work in the international operation department of union bank here in nigeria . on a routine inspection i discovered a dormant domiciliary account with a bal . of 25 , 000 . 000 usd twenty five million united states dollars on further discreet investigation , i also discovered that the account holder has long since passed away dead leaving no beneficiary to the account . i decided to seek ways through which to transfer this money out of the bank and out the country too . the bank will approve this money to any foreigner because the former operator of the a c is a foreigner and from iraq in particular and i am certainly sure that he is dead , and nobody will come again for the claim of this money a foreigner can only claim this money with legal claims to the account holder therefore i need your cooperation in this",Spam
"fw a positive note about enron . fw a positive note about enron . move over carly fiorina . . . - - - - - - original message - - - - - from jaffry , adil sent thursday , october 04 , 2001 9 32 am to jafry , rahil subject fw a positive note about enron . fyi . . . from cbs . marketwatch . com , online at attacks highlight enron ' s value by lisa sanders 3 02 am et oct 4 , 2001 houston cbs . mw - - in the wake of the sept . 11 terrorist attacks , one of the few places to buy or sell jet fuel was an online market maintained by enron . the attacks highlighted the houston company ' s strength as a manager of risk during periods of heightened uncertainty . through its trading centers , the company gives customers a way to hedge against volatility in oil , natural gas , and electricity markets , as well as other commodities . although the company lost one employee aboard one of the hijacked planes and closed its operations on the day of the attacks , its trading activity resumed the next day ",Job
"re possible summer internship with enron re possible summer internship with enron hello ainsley we are so glad you are interested ! i spoke with vince kaminski and the procedure is to usually conduct a telephone interview first . this will let us know exactly where your interests are and establish where you might fit within our organization . please let me know your availability and the best time to reach you on thursday the 25 th or friday the 26 th afternoon from 1 00 pm to 5 00 pm . also please let me have the telephone number where you may reached and we will call you . it is easier that way since there will be several of us involved in the interview . the interview will usually last an hour or an hour and a half . thank you ainsley ! sincerely , shirley crenshaw 713 - 853 - 5290 ainsley gaddis on 05 23 2000 07 21 43 pm to shirley crenshaw cc subject re possible summer internship with enron hello ms . crenshaw , thank you so much for getting back to me so quickly . i am very intere",Internship
"re investments meeting agenda re investments meeting agenda does ecr realize the negatives coming in megs . - - - - - original message - - - - - from kitchen , louise sent thursday , june 21 , 2001 4 55 pm to garland , kevin cc lavorato , john colwell , wes miller , michael l . subject re investments meeting agenda i had a meeting this morning with dick to go through the assets following a discussions with the enron americas team . enron americas will be keeping the following assets bridgeline - mrha lrc enron i cavern - to bridgeline - mrha megs - this asset has been transferred to ecr within enron americas onondaga - to be retained by ben jacoby this solves one of the issues below . louise from kevin garland enron enronxgate on 06 21 2001 03 54 pm to john j lavorato enron enronxgate , wes colwell enron enronxgate , michael l miller enron enronxgate cc louise kitchen hou ect ect subject investments meeting agenda john , wes and michael , the purpose of tomorrow ' s meeting is to discu",Meeting
"petition for summer internship petition for summer internship vince as we discussed earlier , i attached the copy of the petition for my summer internship with enron analyst and associate group . i also have the hard copy of the letter , which i will deliver to you presonally . i am looking forward to , finally , become an official enron employee . thank you very much for your valuable contributions to my experience with the company . jason sokolov",Internship
"room change and revised agenda trading systems workshop - august room change and revised agenda trading systems workshop - august 15 th the trading systems workshop will be held in room 46 cl from 10 00 to 17 00 tomorrow , august 15 th . please note the room change . below is a revised agenda . opening remarks - kevin presto lloyd will east power project team , roles and responsibilities - debra bailey networks team and capability - steve nat ees team and capability - anthony dayao regulatory status across the north east , mid west , south east and ercot markets - andy rodriguez lloyd will discussion determine first market for project to focus on north east , mid west , south east or ercot initial indications are that pjm is the preferred market area - all review systems gaps identified by business owner risk - stacey white settlement and volume management - thresa allen scheduling and trading - corry bentley final remarks wrap - up - lloyd will lunch will be provided . see you tomorro",Meeting
"fw alstom executive fw alstom executive louise - we ' ve negotiated an mou with alstom that has helped us fix the purchase price for cfb based power plants . it does not commit us to spend any money today it ' s really just a strong guideline for what the epc will look like . having said that , alstom considers it a big deal , and they are flying in some heavies from paris for the signing ceremony . the guy below is the lead person from paris . additionally , fritz gautschi , alstom ' s country president will be coming . bottom line it ' s tentatively scheduled for the morning of 17 october here in houston . if you and dave are available , i ' ll coordinate . you won ' t need to sign , just provide some presence . there ' s still some flexibility if that day doesn ' t work for you . thanks , mitch - - - - - original message - - - - - from golden , bruce sent monday , october 08 , 2001 4 12 pm to robinson , mitch subject alstom executive nick salmon - executive vice president - member o",Job
avoid fake viagra get the real thing avoid fake viagra get the real thing take energy pills for sexual health she ' s the only man in my cabinet . act as if were impossible to fail . a clash of doctrines is not a disaster - - it is an opportunity .,Spam
"organisational meeting organisational meeting please plan on attending an organisational meeting today at 2 30 in room 46 cl . sorry for the short notice . if you can not make it , please get with steve jackson , leslie reeves or myself so we can keep you informed . thanks bob",Meeting
"re interim operational , accounting and tax services porvided by re interim operational , accounting and tax services porvided by ena i agree with the section written for settlements . i would very much like to be included in your meeting . thanks , bob enron north america corp . from brenda f herod 03 02 2000 05 43 pm to curry texaco . com , davisrl texaco . com , ledoujk texaco . com , mullimi texaco . com , trevor mihalik enron _ development enron _ development , robert shiring hou ect ect , jim coffey hou ect ect , karry kendall hou ect ect , harold bertram hou ect ect , meersbe texaco . com , sandra hrna hou ect ect , jay knoblauh hou ect ect , steve venturatos hou ect ect , rita wynne hou ect ect , lisa csikos hou ect ect , jefferson d sorenson hou ect ect , bob klein hou ect ect , kathryn cordes hou ect ect , carrie hollomon hou ect ect , michael e moscoso hou ect ect cc tommy j yanowski hou ect ect , shonnie daniel hou ect ect , sally beck hou ect ect , brian redmond hou ect ec",Other
"revisions - march wellhead estimate revisions - march wellhead estimate daren , fyi . bob - - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten hou ect on 03 21 2001 11 40 am - - - - - - - - - - - - - - - - - - - - - - - - - - - vance l taylor 02 21 2001 12 15 pm to robert cotten hou ect ect cc daren j farmer hou ect ect , susan smith hou ect ect , melissa graves hou ect ect , donald p reinhardt hou ect ect subject revisions - march wellhead estimate bob , here are some revisions to the march wellhead production estimate resulting from the pre - nom meeting held this morning . revisions counterparty mtr no . prev nom curr nom sitara no . louis dreyfus frmly costilla 9724 29 d 4 , 000 d 125895 north central corp 9767 560 d 0 139363 north central corp 6296 1 , 637 d 1 , 800 d 136222 prize energy resources 4965 78 d 2 , 000 d 131720 bass enterprises frmly richardson 9807 7 , 025 d 9 , 000 d 141691 swift energy 9636 34 d 0 135664 crosstex energy 9858 8 , 637 d 8 , 500 d 50",Other
"i congratulate you , my friend , with saint patrick ' s day ! better later , than never - i congratulate you , my friend , with saint patrick ' s day ! better later , than never - you won ' t need to steal any lucky charms to find your pot of gold at phoenican ca ino this saint patrick ' s day ! why not benefit from the amazing triple bonus lst deposit - 100 100 max 2 nd deposit - 50 300 max 3 rd deposit - 25 800 max win enough money to keep an irishman drunk for a year at any of our exciting 19 progressive jack - pots ! do not refuse to itself in pleasure , join us http www . phoenicianl . com",Spam
"centana storage deal centana storage deal mike stephen , have the two of you been able to get the deal in for the sale of the centana storage to aep ? please advise . i would like to have this completed for this close if possible . daren - if you are not aware of this transaction , please let me know . thanks !",Other
Intern position available in our cybersecurity team. Apply before deadline.,Internship
"progress progress fyi 1 - 2 days is optimistic , but we have core value of optimism ! - - - mike - - - - - - - - - - - - - - - - - - - - - - forwarded by mike a roberts hou ect on 10 09 2000 02 26 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - chonawee supatgiat enron 10 09 2000 12 16 pm to mike a roberts hou ect ect cc subject progress mike , doug , an it guy , asked around and he could not find any software that can do the job . i am still working on the code . the program should be ready in 1 - 2 days . - chonawee",Other
"re invitation to speak at infocast ' s upcoming market price re invitation to speak at infocast ' s upcoming market price volatility program ron , i am sorry to inform you that due to a scheduling conflict i cannot speak at this conference . i want to thank you for considering me as a speaker . vince kaminski ron henderson on 12 30 99 06 57 05 pm please respond to ronh . com to vince j kaminski hou ect ect cc subject invitation to speak at infocast ' s upcoming market price volatility program hi vince , i would like to invite you , or one of your staff , to be a speaker at infocast ' s upcoming conference market price volatility how to model , assess , and manage price volatility in today ' s power markets , scheduled for may 10 - 12 , 2000 , in chicago . i am attaching a copy of the draft program agenda for your review . as you may note , we wish to take our recent houston meeting a step farther by making this next session a more technically - oriented meeting . there are two spots yo",Meeting
"re jinbaek kim re jinbaek kim molly , we can pay for the plane ticket . we have to make sure that we shall extend the same treatment to other summer interns to avoid bad feelings . vince from molly magee enron enronxgate on 04 25 2001 11 47 am to vince j kaminski hou ect ect , stinson gibner hou ect ect cc subject jinbaek kim we received some correspondence this morning from jinbaek in which he says he plans to start on june 4 , 2001 . since we are trying to offer a package comparable to that of an associate in the program , i assume we will also pay for his plane ticket here ? ? ? just wanted to check before i contacted him . . . . , so i ' ll wait to hear from you . thanks , molly x 34804",Internship
"fw onondaga fw onondaga louise dave we have been talking to accounting over the past several days regarding onondaga as i mentioned in our meeting yesterday . for whatever reason , our interest in onondaga through the cash flow interest agreement is viewed by accounting as a receivable . from a commercial standpoint , this is incorrect , but at the end of the day , it doesn ' t really matter . billy ' s e - mail below basically states that because of how the onondaga interest has been classified , we should reduce the 7 . 9 million by the 1 . 1 million payment received last week , but then readjust the value of the asset . based on our internal valuation , and based on the written indication we received this week from a prospective purchaser , adjusting the value of the receivable to 10 million after application of the 1 . 1 million payment received would be very conservative . this would net a gain of 3 . 1 million for q 3 . with your concurrence , i will work with billy to support th",Other
"sierra sierra bill , i called you earlier with respect to sierra . i understand you want to pursue a deal to minimize our exposure . my team and i are available to lead or support this . i have asked tracy for details on our position . please let me know how we can help . regards , chris calger 503 - 464 - 3735",Other
on - call notes on - call notes please find attached the on - call notes for the weekend of 3 10 11 01 . bob,Other
"re meetings with petronas on february 8 th re meetings with petronas on february 8 th eric mr . nur azmin abu bakar of petronas , along with 4 of his corporate risk management team will visit enron on thursday , february 8 th . jeff shankman and vince kaminski would like to invite you to attend all or some of the presentations . a tentative agenda has the petronas team meeting with jeff and john nowlan at 10 00 am and then a presentation by david port and the rac group , followed by vince kaminski and the research group . vince will take the team to lunch and you are invited . please let me know if you plan to attend all or part of the presentations and if you would like to go to lunch . thanks eric . shirley crenshaw 3 - 5290",Meeting
re real teenager fucked by huge ccok re real teenager fucked by huge ccok well ! pushun b ' shena,Spam
"japan weekly update japan weekly update in order to provide the appropriate degree of coordination and feedback , we will begin to have weekly conference calls regarding progress towards putting in place enron japan . these will commence this week and run each week until further notice . if you are unable to attend please send a representative . the call will be conducted as below houston thursday 4 pm london thursday 10 pm tokyo friday 7 am sydney friday 9 am a call in number will be provided later this week as well as a meeting room for those in houston . i have also added a summary sheet that i would ask all to fill out and send in the day before the meeting . by sticking to this general summary form 1 page , we will be handle to keep the calls brief and to the point . i would not expect the calls to last more than 1 hour . regards , joe",Meeting
dec 2000 prod panther pipeline demand charge dec 2000 prod panther pipeline demand charge please let me know if this is a vaild demand charge . the deal is under a gtc contract and daren indicated that he was not aware of this deal unless it has something to do with entex . fyi the volume flow at this meter 981598 for dec 2000 was zero . please advise - katherine,Other
"abb turbines - status re resolving the transfer issues abb turbines - status re resolving the transfer issues louise , we received your note of july 2 . rather than forcing you into the role of arbitrator at the outset , we decided to try to resolve the turbine transfer issues with chris calger first . accordingly we had forwarded a proposal to chris on friday , and together with chris we worked out a revised proposal yesterday , incorporating some of the concepts in your note . chris will be reviewing the revised proposal with ben tomorrow to get his input , and chris planned to touch base with you afterwards .",Job
"re weekly update re weekly update do you need it for this morning ' s meeting ? - - - - - original message - - - - - from kitchen , louise sent tuesday , may 01 , 2001 8 21 am to miller , don subject re weekly update could you include under the size column an indication of bookable gain - obviously with some assets this will be very rough but please include . thanks from don miller enron enronxgate on 04 30 2001 07 00 pm to louise kitchen hou ect ect cc subject weekly update louise , as discussed , attached is the first weekly update . thanks , don",Other
"re summer internship re summer internship jinbaek , this is fine though you are welcome to spend more time with us this summer . vince jinbaek kim on 03 04 2001 03 45 40 pm to vince . j . kaminski enron . com cc subject re summer internship dr . kaminski , thanks for your answer . before i tell you the time frame , i ' ll need to talk with my advisor , first . because here is an on - going - project . i need to coordinate the schedule . i ' ll appreciate it if you understand my situation , and give me some time less than a week , of course . for your reference , probably the dates i ' d like to ask you will be from mid - may to mid - july 2 months warm regards , jinbaek jinbaek kim ph . d candidate dept . of industrial engineering and operations research u . c . berkeley http www . ieor . berkeley . edu jinbaek go bears ! ' . _ . . - - - . . _ . ' . . ' . ' . a a _ _ . . . . . _ _ . - 0 - . _ - - - ' ' - . . . . - - ' ' . . ' . , . . ' - - ' - - ' . ' . _ - ' _ . ' . ' . ' ' . ' . . . ",Internship
"customer profiling meeting - amendment customer profiling meeting - amendment bob shults is scheduled to be in atlanta , ga on the 17 th of march and would like to reschedule the customer profiling meeting , to tuesday , march 24 st at t 1 30 p . m . , location to be announced . if you are unable to attend please let me know . lydia 3 - 9975",Other
"cinergy cinergy dave , quick update . it appears art is on vacation all week . he is obviously not too concerned about the issue . i am still waiting to hear back from david tang to see if they want one of their guys to go to the plant tomorrow . we could should get ferc approval any day . this is the last real cp for this deal . let me know if you and cyrus hook up . thanks , don",Other
"ibuyit form ibuyit form attached please find the completed form for vince kaminski , managing director , research group . he will be approving all purchases for cost center 107043 . - - - - - - - - - - - - - - - - - - - - - - forwarded by shirley crenshaw hou ect on 04 19 2001 02 58 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - from debbie skinner enron enronxgate on 04 19 2001 02 52 pm to shirley crenshaw houston eott eott , shirley crenshaw hou ect ect cc subject ibuyit form hi shirley there were two shirleys , so sending to both isc help desk",Job
"june 21 - 22 retail electricity conference june 21 - 22 retail electricity conference dear workshop participant i hope you will be able to join us for the conference on retail participation in competitive power markets to be held at the littlefield conference center , stanford university , on june 21 - 22 , 2001 . conference attire will be business casual . the meeting will begin on thursday morning , june 21 , at 9 00 a . m . and will conclude by 5 00 p . m . on friday , june 22 . a continental breakfast will be available in the meeting room each morning beginning at 8 30 a . m . please visit the june 21 - 22 meeting under for a description of the meeting and some information about hotels . please help us in our planning by using the form there to respond back to emf about your participation . we have listed potential participants and planned presentations based upon previous messages . please update me with any additional presentations or changes in existing presentations . i look fo",Meeting
"kern river problems kern river problems as was foretold by some of the kern expansion shippers , these shippers are justifiably angry about the way kern has sold capacity in their open season , particularly as concerns shippers ' access to markets on socal gas through wheeler ridge . however , what ' s even more encouraging here is to see that shippers are now validating the message tw embodied in its gir proposal - - new market entrants should only have secondary rights to socal system capacity in instances where there is a capacity shortage . shippers dispute kern ' s wheeler ridge sales chevron , amoco production , canwest gas supply , aera energy and rme petroleum have called on ferc to stop kern river gas transmission from overselling delivery point rights at wheeler ridge into the southern california gas co . distribution system . the firm shippers said in comments filed this week that , in a situation strangely similar to the recent el paso capacity reallocation case , kern rive",Job
"gpg ' s day of caring at ripley house - sept . 14 gpg ' s day of caring at ripley house - sept . 14 mark your calendar and lace up your dancin , shoes ! please join me on thursday , september 14 , at the ripley house senior prom sponsored by gpg through enron , s day of caring . our festivities for the morning include bus departs enron building at 7 30 am decorating from 8 am - 9 am bingo from 9 30 am - 10 30 am brunch starting at 10 30 am swing dance performance and lessons at 10 45 am dancing from 11 am - 12 noon clean - up starting at 12 15 pm bus departs ripley house 12 30 12 45 pm to make the senior prom a huge success , i need 40 - 50 volunteers to join me at ripley house . volunteer activities include helping with the bingo game , serving brunch , being a dance partner and mingling with the seniors . transportation to ripley house will be provided . we , ll plan to leave the enron building around 7 30 am and return around 12 30 12 45 pm . the shuttle will also run between ripley",Meeting
"cera conf call on the potential impact of a recession on us gas cera conf call on the potential impact of a recession on us gas power markets note i am registering us to listen to this call . anyone that is interested can meet at 3 00 p . m . on tuesday , february 6 , in room 697 in omaha and whatever room you have available in houston . this could be an interesting call . i know cera has been very involved in many of the governmental discussions on this topic . feel free to listen in from wherever - - just identify yourself as enron . lorna - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - title north american electric power north american natural gas conference call and web presentation the potential impact of a recession on us gas power markets url http www 20 . cera . com eprofile ? u 35 m 2221 topic the potential impact of a recession on u . s . gas netscape navigator 3 . 02 or higher or sun hot java v close all desktop applications and disable your screen ",Meeting
"re summer internship re summer internship vince , i appreciate your inquiry regarding an extra spot in the summer associate pool . i am looking forward to hearing from you soon . best regards , - - - - - - - - - oooo - - - - - oooo - - - - - - - - - - cantekin dincerler doctoral candidate the university of texas at austin graduate school of business department of finance office 512 471 - 1676 fax 512 471 - 5073 home 512 472 - 5356 http uts . cc . utexas . edu cantekin - - - - - - - - - - - - - oooo - - - - - oooo - - - - - - - - - - - - - - - original message - - - - - from vince j kaminski mailto vince . j . kaminski enron . com sent wednesday , march 29 , 2000 8 34 am to cantekin mail . utexas . edu cc vince j kaminski vasant shanbhogue subject re summer internship cantekin , the summer associate program has closed but i shall check to see if i can get one extra place . vince cantekin dincerler on 03 28 2000 11 48 53 am please respond to cantekin mail . utexas . edu to vkamins ect . ",Internship
"your in - home source of health information your in - home source of health information same medicine , different price ! never go to bed mad . stay up and fight . it is in justice that the ordering of society is centered . usenet is like tetris for people who still remember how to read . when the going gets weird , the weird turn pro .",Spam
"fw research library fw research library louise , jim fallon told to wait for explicit intructions from him before any transfer to netco takes place . he is my current boss . i am afraid we are caught up in a legal mess here . all i need is a formal letter or an e - mail . another alternative is to extend employment of some of my guys who are supposed to help with the transistion . vince - - - - - original message - - - - - from muller , mark s . sent thursday , january 24 , 2002 8 44 am to kitchen , louise kaminski , vince j fallon , jim cc webb , jay subject re research library vince pls call me on this . . . . we need to facilitate any transfer before you leave - - - - - original message - - - - - from kitchen , louise sent thursday , january 24 , 2002 7 43 am to kaminski , vince j fallon , jim cc webb , jay muller , mark s . subject re research library there is clearly an issue here - we have been asking for this for weeks now . mark please help resolve . - - - - - original message ",Job
tenaska marketing ventures - 04 01 prod tenaska marketing ventures - 04 01 prod sale deal 714540 daren - looks like the meter statement is showing some gas was pulled on days april 04 07 that was not priced or pathed . please let me know what price tenaska should be billed for these two days . thanks - katherine 5 - 8643,Other
top - quality prescripiton medications top - quality prescripiton medications tradition segregate diplomacy are you looking for medicine ? obtain it now ! a whole range of tablets ! take a look ! you name it ! we have it ! stop receiving promotional material now employing koch marksmen friable,Spam
"cameron payne cameron payne vince , congratulations on your promotion . hope the litigation lawyers are leaving you alone . i ' m attaching a resume of a friend of mine , cameron payne . i don ' t know if you are looking for anyone but cameron is pretty special , as you ' ll see from his resume . call him or me if you ' re interested in talking to him . i ' m forwarding his resume to fastow and whalley , too , in case they see a fit . take care . bob",Job
wharton tiger team wharton tiger team according to the information that christie patrick emailed me the following people are assigned to wharton ' s tiger teams 1 and 3 . these candidates per vince kaminski ' s request should receive offers for summer associate positions located in his research group . tiger team 1 1 . vincent chen 2 . mallik deepa 3 . jack rejtman 4 . kim whitsel 5 . tulika bhalia 6 . nicholas levitt - i am uncertain based on the emailed information from christie if this is a student or a ta ? can either vince or christie verify this information please . tiger team 3 1 . clay degiacinto 2 . steve lessar 3 . vittal maheshram 4 . omar bassel 5 . dennis feerick 6 . marc jason cummins the following candidates interviewed with the regular on campus wharton team on 2 5 01 and were not passed onto the second round interviews . with that information i am not sure if we will offer those candidates positions for the summer program ? 1 . kim whitsel - team 1 2 . clay degiacinto ,Internship
"conference call text for discussion conference call text for discussion - - - - - - - - - - - - - - - - - - - - - - forwarded by richard sage lon ect on 21 06 2000 18 09 - - - - - - - - - - - - - - - - - - - - - - - - - - - onica lewis 21 06 2000 15 24 to richard sage lon ect ect , fernley dyson lon ect ect cc nicole scott lon ect ect subject conference call conference call date 22 june time 16 30 - 17 00 london time venue fernley ' s office fernley and richard to phone brent and sally on the following number 713 853 5926 many thanks onica",Meeting
"largest collection of porn mo ies ever - x 89 largest collection of porn mo ies ever - x 89 cum witness the most extreme sexual achievements ever to be found on the net ! we have tons of exclusive never before seen pics and videos of your fav pornstars doing exactly what you dream to see ! do you think you have what it takes to beat one of our records ? we welcome all member entries , cum see if you have what it takes to earn a spot in our record library ! http 3 wii . biz . lediesnight . biz - - - - - - - - - - - - - - absolve chambers bey avocet cyanic captive cryptic cheap comprehensible bronx admittance brash",Spam
"wharton tiger team wharton tiger team vince and kristin , i forwarded by separate emails the lists of tiger teams 1 and 3 . thanks ! - - christie . - - - - - forwarded by christie patrick hou ect on 02 15 01 11 28 pm - - - - - kristin gandy enron 02 15 01 01 07 pm to vince j kaminski hou ect ect , christie patrick hou ect ect cc subject wharton tiger team vince and christie , greetings . i am writing because i need a break out of names for the tiger team group 1 and 3 . i understand tiger team group 2 has decided not to be a part of enron and i also need to know who those students are . i have a listing of all the tiger team members but they are listed alphabetically so that does not help me with my quest . we are trying to firm up the details and get offers out to the correct people for summer associate positions in vince ' s department . regards , kristin",Internship
"fw wolf - reply - reply - reply fw wolf - reply - reply - reply bill amy attached is darrin presto ' s resume . i have met darrin in the past and based upon my first impression he would be a good candidate for real time . please set up an interview . thanks - - - - - original message - - - - - from presto , kevin m . sent friday , june 29 , 2001 5 46 am to wolfe , greg subject fw wolf - reply - reply - reply cover letter and resume from my brother are attached . - - - - - original message - - - - - from darrin presto enron mailto imceanotes - darrin 20 presto 20 3 cdarrin 5 fpresto 40 rsd 2 eedu 3 e 40 enron enron . com sent thursday , june 28 , 2001 6 37 pm to presto , kevin m . subject re wolf - reply - reply - reply kev , here is everything . keep me posted . - enronc 1 . doc - enronr 1 . doc - enronr 2 . doc",Job
"fw enron mentions fw enron mentions hi l everytime you do this get promoted , listed in fortune etc . you set the bar higher and higher . it ' s good to see the progress you ' ve made . well done - very pleased for you . ok - goal for next year - take that top spot from carly fiorina ! ! best wishes to marcus and scott . amita - - - - - original message - - - - - from omar , awais sent tuesday 02 october 2001 15 22 to gosalia , amita subject fw enron mentions - - - - - original message - - - - - from nelson , dennis sent 02 october 2001 15 18 to romano , marcello omar , awais subject fw enron mentions dn thought you guys might appreciate this most powerful women in business the power fifty - louise kitchen no . 17 fortune , 10 15 01 carly fiorina tops fortune ' s list of 50 most powerful women in business for fourth year business wire , 10 01 01 most powerful women in business the power fifty - louise kitchen no . 17 fortune , 10 15 01 drop in natural - gas prices may be good for consu",Job
"today ' s discounts for wilbur fernandez today ' s discounts for wilbur fernandez ever been jealous of the monster cock porn stars ? learn their secrets right here . turn off notifications here . jz international exports ltd st . wilma 3220 belize city , belize",Spam
"summer internship summer internship hello charlene , i am forwarding you a resume of a student from berkeley . we would like very much to have him as a summer intern with my group . please , let me know if your program can accommodate him . vince - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski hou ect on 11 15 2000 07 44 am - - - - - - - - - - - - - - - - - - - - - - - - - - - ezequiel luis on 11 13 2000 04 23 23 pm to vkamins enron . com cc subject summer internship dear mr . kaminski i am currently pursuing the m . s . in ieor at uc berkeley . i attended the speech you gave some weeks ago . i am interested in summer internship positions available in enron . you will find enclosed my resume . sincerely , ezequiel luis este mensaje fue enviado desde http commcenter . infosel . com internet gratis http www . terra . com . mx terralibre - resume elm . doc",Internship
your specialist ' s appointment expires november 27 th your specialist ' s appointment expires november 27 th harvard medical are you in pain ? fda report no more emissary ashercooley solar oldsmobileevade keyboard capernouakchott deposition catalysiscruise knead bestirchronic modicum kingstonjeannie concussion kevindelphic canadian containbegrudge drawbridge delugeoscillatory archibald blanketdroll boor napkinorchid gouda pauperlewd,Spam
"vacation vacation i will be on vacation friday , june 2 through monday , june 12 . in my absence please direct any questions or issues to these people . bammel storage - george grant texaco - stella midtexas - carlos cp l - charlotte hl p - charlotte confirmation of meters - robert error reports - sabrae if you have any questions before i leave , just let me know . - aimee",Other
"eim organization change eim organization change as part of enron industrial market ' s eim move into the pulp , paper and steel markets , our european effort is well underway . our markets are global in nature and we believe we need a strong presence in europe to penetrate that market effectively . accordingly , we are pleased to announce that bruce garner has been appointed president and chief executive officer of enron industrial markets - europe . in this role , bruce will be responsible for all activities for eim in the european market . please join us in congratulating bruce in his new position .",Meeting
"application approval 3 3 3 current _ date _ time application approval 3 3 3 current _ date _ time hello , we sent you an email a while ago , because you now qualify for a much lower rate based on the biggest rate drop in years . you can now get 325 , 000 for as little as 615 a month ! bad credit ? doesn ' t matter , low rates are fixed no matter what ! follow this link to process your application and a 24 hour approval best regards , carmen talbot http www . nowratez . com x st . html",Spam
"ena capacity release ena capacity release attached is a revised version of the capacity release letter , which incorporates kim ' s comments . i ' m ok with sending this in the form attached to ena . please let me know if you ' d like me to send a copy to ena ' s attorney at the same time that you send to the business person . thanks .",Other
start date 12 11 01 hourahead hour 24 start date 12 11 01 hourahead hour 24 start date 12 11 01 hourahead hour 24 no ancillary schedules awarded . variances detected . variances detected in load schedule . log messages parsing file - - o portland westdesk california scheduling iso final schedules 2001121124 . txt - - - - load schedule - - - - variance found in table tblloads . details hour 24 preferred 469 . 59 final 469 . 59 trans _ type final load _ id pge 3 mkt _ type 2 trans _ date 12 11 01 sc _ id enrj,Job
"prc review prc review stinson , i am going to do the prc review for bob and paulo . if your time permits , please join me for these two meetings . bob 9 00 am paulo 10 00 am i attended the prc training , they suggested letting employees read their review before the meeting . so i did that . here are the two files attached . zimin",Meeting
